subject   female    italian    pension    employed 
 14681   0  1  0  1 
 14682   0  1  0  1 
 14683   0  1  0  1 
 14684   0  1  0  1 
 14685   0  1  0  1 
 14686   0  1  0  1 
 14687   0  1  0  1 
 14688   0  1  0  1 
 14689   0  1  0  1 
 14690   0  1  0  1 
 14691   0  1  0  1 
 14692   0  1  0  1 
 14693   0  1  0  1 
 14694   0  1  0  1 
 14695   0  1  0  1 
 14696   0  1  0  1 
 14697   0  1  0  1 
 14698   0  1  0  1 
 14699   0  1  0  1 
 14700   0  1  0  1 
 14701   0  1  0  1 
 14702   0  1  0  1 
 14703   0  1  0  1 
 14704   0  1  0  1 
 14705   0  1  0  1 
 14706   0  1  0  1 
 14707   0  1  0  1 
 14708   0  1  0  1 
 14709   0  1  0  1 
 14710   0  1  0  1 
 14711   0  1  0  1 
 14712   0  1  0  1 
 14713   0  1  0  1 
 14714   0  1  0  1 
 14715   0  1  0  1 
 14716   0  1  0  1 
 14717   0  1  0  1 
 14718   0  1  0  1 
 14719   0  1  0  1 
 14720   0  1  0  1 
 14721   0  1  0  1 
 14722   0  1  0  1 
 14723   0  1  0  1 
 14724   0  1  0  1 
 14725   0  1  0  1 
 14726   0  1  0  1 
 14727   0  1  0  1 
 14728   0  1  0  1 
 14729   0  1  0  1 
 14730   0  1  0  1 
 14731   0  1  0  1 
 14732   0  1  0  1 
 14733   0  1  0  1 
 14734   0  1  0  1 
 14735   0  1  0  1 
 14736   0  1  0  1 
 14737   0  1  0  1 
 14738   0  1  0  1 
 14739   0  1  0  1 
 14740   0  1  0  1 
 14741   0  1  0  1 
 14742   0  1  0  1 
 14743   0  1  0  1 
 14744   0  1  0  1 
 14745   0  1  0  1 
 14746   0  1  0  1 
 14747   0  1  0  1 
 14748   0  1  0  1 
 14749   0  1  0  1 
 14750   0  1  0  1 
 14751   0  1  0  1 
 14752   0  1  0  1 
 14753   0  1  0  1 
 14754   0  1  0  1 
 14755   0  1  0  1 
 14756   0  1  0  1 
 14757   0  1  0  1 
 14758   0  1  0  1 
 14759   0  1  0  1 
 14760   0  1  0  1 
 14761   0  1  0  1 
 14762   0  1  0  1 
 14763   0  1  0  1 
 14764   0  1  0  1 
 14765   0  1  0  1 
 14766   0  1  0  1 
 14767   0  1  0  1 
 14768   0  1  0  1 
 14769   0  1  0  1 
 14770   0  1  0  1 
 14771   0  1  0  1 
 14772   0  1  0  1 
 14773   0  1  0  1 
 14774   0  1  0  1 
 14775   0  1  0  1 
 14776   0  1  0  1 
 14777   0  1  0  1 
 14778   0  1  0  1 
 14779   0  1  0  1 
 14780   0  1  0  1 
 14781   0  1  0  1 
 14782   0  1  0  1 
 14783   0  1  0  1 
 14784   0  1  0  1 
 14785   0  1  0  1 
 14786   0  1  0  1 
 14787   0  1  0  1 
 14788   0  1  0  1 
 14789   0  1  0  1 
 14790   0  1  0  1 
 14791   0  1  0  1 
 14792   0  1  0  1 
 14793   0  1  0  1 
 14794   0  1  0  1 
 14795   0  1  0  1 
 14796   0  1  0  1 
 14797   0  1  0  1 
 14798   0  1  0  1 
 14799   0  1  0  1 
 14800   0  1  0  1 
 14801   0  1  0  1 
 14802   0  1  0  1 
 14803   0  1  0  1 
 14804   0  1  0  1 
 14805   0  1  0  1 
 14806   0  1  0  1 
 14807   0  1  0  1 
 14808   0  1  0  1 
 14809   0  1  0  1 
 14810   0  1  0  1 
 14811   0  1  0  1 
 14812   0  1  0  1 
 14813   0  1  0  1 
 14814   0  1  0  1 
 14815   0  1  0  1 
 14816   0  1  0  1 
 14817   0  1  0  1 
 14818   0  1  0  1 
 14819   0  1  0  1 
 14820   0  1  0  1 
 14821   0  1  0  1 
 14822   0  1  0  1 
 14823   0  1  0  1 
 14824   0  1  0  1 
 14825   0  1  0  1 
 14826   0  1  0  1 
 14827   0  1  0  1 
 14828   0  1  0  1 
 14829   0  1  0  1 
 14830   0  1  0  1 
 14831   0  1  0  1 
 14832   0  1  0  1 
 14833   0  1  0  1 
 14834   0  1  0  1 
 14835   0  1  0  1 
 14836   0  1  0  1 
 14837   0  1  0  1 
 14838   0  1  0  1 
 14839   0  1  0  1 
 14840   0  1  0  1 
 14841   0  1  0  1 
 14842   0  1  0  1 
 14843   0  1  0  1 
 14844   0  1  0  1 
 14845   0  1  0  1 
 14846   0  1  0  1 
 14847   0  1  0  1 
 14848   0  1  0  1 
 14849   0  1  0  1 
 14850   0  1  0  1 
 14851   0  1  0  1 
 14852   0  1  0  1 
 14853   0  1  0  1 
 14854   0  1  0  1 
 14855   0  1  0  1 
 14856   0  1  0  1 
 14857   0  1  0  1 
 14858   0  1  0  1 
 14859   0  1  0  1 
 14860   0  1  0  1 
 14861   0  1  0  1 
 14862   0  1  0  1 
 14863   0  1  0  1 
 14864   0  1  0  1 
 14865   0  1  0  1 
 14866   0  1  0  1 
 14867   0  1  0  1 
 14868   0  1  0  1 
 14869   0  1  0  1 
 14870   0  1  0  1 
 14871   0  1  0  1 
 14872   0  1  0  1 
 14873   0  1  0  1 
 14874   0  1  0  1 
 14875   0  1  0  1 
 14876   0  1  0  1 
 14877   0  1  0  1 
 14878   0  1  0  1 
 14879   0  1  0  1 
 14880   0  1  0  1 
 14881   0  1  0  1 
 14882   0  1  0  1 
 14883   0  1  0  1 
 14884   0  1  0  1 
 14885   0  1  0  1 
 14886   0  1  0  1 
 14887   0  1  0  1 
 14888   0  1  0  1 
 14889   0  1  0  1 
 14890   0  1  0  1 
 14891   0  1  0  1 
 14892   0  1  0  1 
 14893   0  1  0  1 
 14894   0  1  0  1 
 14895   0  1  0  1 
 14896   0  1  0  1 
 14897   0  1  0  1 
 14898   0  1  0  1 
 14899   0  1  0  1 
 14900   0  1  0  1 
 14901   0  1  0  1 
 14902   0  1  0  1 
 14903   0  1  0  1 
 14904   0  1  0  1 
 14905   0  1  0  1 
 14906   0  1  0  1 
 14907   0  1  0  1 
 14908   0  1  0  1 
 14909   0  1  0  1 
 14910   0  1  0  1 
 14911   0  1  0  1 
 14912   0  1  0  1 
 14913   0  1  0  1 
 14914   0  1  0  1 
 14915   0  1  0  1 
 14916   0  1  0  1 
 14917   0  1  0  1 
 14918   0  1  0  1 
 14919   0  1  0  1 
 14920   0  1  0  1 
 14921   0  1  0  1 
 14922   0  1  0  1 
 14923   0  1  0  1 
 14924   0  1  0  1 
 14925   0  1  0  1 
 14926   0  1  0  1 
 14927   0  1  0  1 
 14928   0  1  0  1 
 14929   0  1  0  1 
 14930   0  1  0  1 
 14931   0  1  0  1 
 14932   0  1  0  1 
 14933   0  1  0  1 
 14934   0  1  0  1 
 14935   0  1  0  1 
 14936   0  1  0  1 
 14937   0  1  0  1 
 14938   0  1  0  1 
 14939   0  1  0  1 
 14940   0  1  0  1 
 14941   0  1  0  1 
 14942   0  1  0  1 
 14943   0  1  0  1 
 14944   0  1  0  1 
 14945   0  1  0  1 
 14946   0  1  0  1 
 14947   0  1  0  1 
 14948   0  1  0  1 
 14949   0  1  0  1 
 14950   0  1  0  1 
 14951   0  1  0  1 
 14952   0  1  0  1 
 14953   0  1  0  1 
 14954   0  1  0  1 
 14955   0  1  0  1 
 14956   0  1  0  1 
 14957   0  1  0  1 
 14958   0  1  0  1 
 14959   0  1  0  1 
 14960   0  1  0  1 
 14961   0  1  0  1 
 14962   0  1  0  1 
 14963   0  1  0  1 
 14964   0  1  0  1 
 14965   0  1  0  1 
 14966   0  1  0  1 
 14967   0  1  0  1 
 14968   0  1  0  1 
 14969   0  1  0  1 
 14970   0  1  0  1 
 14971   0  1  0  1 
 14972   0  1  0  1 
 14973   0  1  0  1 
 14974   0  1  0  1 
 14975   0  1  0  1 
 14976   0  1  0  1 
 14977   0  1  0  1 
 14978   0  1  0  1 
 14979   0  1  0  1 
 14980   0  1  0  1 
 14981   0  1  0  1 
 14982   0  1  0  1 
 14983   0  1  0  1 
 14984   0  1  0  1 
 14985   0  1  0  1 
 14986   0  1  0  1 
 14987   0  1  0  1 
 14988   0  1  0  1 
 14989   0  1  0  1 
 14990   0  1  0  1 
 14991   0  1  0  1 
 14992   0  1  0  1 
 14993   0  1  0  1 
 14994   0  1  0  1 
 14995   0  1  0  1 
 14996   0  1  0  1 
 14997   0  1  0  1 
 14998   0  1  0  1 
 14999   0  1  0  1 
 15000   0  1  0  1 
 15001   0  1  0  1 
 15002   0  1  0  1 
 15003   0  1  0  1 
 15004   0  1  0  1 
 15005   0  1  0  1 
 15006   0  1  0  1 
 15007   0  1  0  1 
 15008   0  1  0  1 
 15009   0  1  0  1 
 15010   0  1  0  1 
 15011   0  1  0  1 
 15012   0  1  0  1 
 15013   0  1  0  1 
 15014   0  1  0  1 
 15015   0  1  0  1 
 15016   0  1  0  1 
 15017   0  1  0  1 
 15018   0  1  0  1 
 15019   0  1  0  1 
 15020   0  1  0  1 
 15021   0  1  0  1 
 15022   0  1  0  1 
 15023   0  1  0  1 
 15024   0  1  0  1 
 15025   0  1  0  1 
 15026   0  1  0  1 
 15027   0  1  0  1 
 15028   0  1  0  1 
 15029   0  1  0  1 
 15030   0  1  0  1 
 15031   0  1  0  1 
 15032   0  1  0  1 
 15033   0  1  0  1 
 15034   0  1  0  1 
 15035   0  1  0  1 
 15036   0  1  0  1 
 15037   0  1  0  1 
 15038   0  1  0  1 
 15039   0  1  0  1 
 15040   0  1  0  1 
 15041   0  1  0  1 
 15042   0  1  0  1 
 15043   0  1  0  1 
 15044   0  1  0  1 
 15045   0  1  0  1 
 15046   0  1  0  1 
 15047   0  1  0  1 
 15048   0  1  0  1 
 15049   0  1  0  1 
 15050   0  1  0  1 
 15051   0  1  0  1 
 15052   0  1  0  1 
 15053   0  1  0  1 
 15054   0  1  0  1 
 15055   0  1  0  1 
 15056   0  1  0  1 
 15057   0  1  0  1 
 15058   0  1  0  1 
 15059   0  1  0  1 
 15060   0  1  0  1 
 15061   0  1  0  1 
 15062   0  1  0  1 
 15063   0  1  0  1 
 15064   0  1  0  1 
 15065   0  1  0  1 
 15066   0  1  0  1 
 15067   0  1  0  1 
 15068   0  1  0  1 
 15069   0  1  0  1 
 15070   0  1  0  1 
 15071   0  1  0  1 
 15072   0  1  0  1 
 15073   0  1  0  1 
 15074   0  1  0  1 
 15075   0  1  0  1 
 15076   0  1  0  1 
 15077   0  1  0  1 
 15078   0  1  0  1 
 15079   0  1  0  1 
 15080   0  1  0  1 
 15081   0  1  0  1 
 15082   0  1  0  1 
 15083   0  1  0  1 
 15084   0  1  0  1 
 15085   0  1  0  1 
 15086   0  1  0  1 
 15087   0  1  0  1 
 15088   0  1  0  1 
 15089   0  1  0  1 
 15090   0  1  0  1 
 15091   0  1  0  1 
 15092   0  1  0  1 
 15093   0  1  0  1 
 15094   0  1  0  1 
 15095   0  1  0  1 
 15096   0  1  0  1 
 15097   0  1  0  1 
 15098   0  1  0  1 
 15099   0  1  0  1 
 15100   0  1  0  1 
 15101   0  1  0  1 
 15102   0  1  0  1 
 15103   0  1  0  1 
 15104   0  1  0  1 
 15105   0  1  0  1 
 15106   0  1  0  1 
 15107   0  1  0  1 
 15108   0  1  0  1 
 15109   0  1  0  1 
 15110   0  1  0  1 
 15111   0  1  0  1 
 15112   0  1  0  1 
 15113   0  1  0  1 
 15114   0  1  0  1 
 15115   0  1  0  1 
 15116   0  1  0  1 
 15117   0  1  0  1 
 15118   0  1  0  1 
 15119   0  1  0  1 
 15120   0  1  0  1 
 15121   0  1  0  1 
 15122   0  1  0  1 
 15123   0  1  0  1 
 15124   0  1  0  1 
 15125   0  1  0  1 
 15126   0  1  0  1 
 15127   0  1  0  1 
 15128   0  1  0  1 
 15129   0  1  0  1 
 15130   0  1  0  1 
 15131   0  1  0  1 
 15132   0  1  0  1 
 15133   0  1  0  1 
 15134   0  1  0  1 
 15135   0  1  0  1 
 15136   0  1  0  1 
 15137   0  1  0  1 
 15138   0  1  0  1 
 15139   0  1  0  1 
 15140   0  1  0  1 
 15141   0  1  0  1 
 15142   0  1  0  1 
 15143   0  1  0  1 
 15144   0  1  0  1 
 15145   0  1  0  1 
 15146   0  1  0  1 
 15147   0  1  0  1 
 15148   0  1  0  1 
 15149   0  1  0  1 
 15150   0  1  0  1 
 15151   0  1  0  1 
 15152   0  1  0  1 
 15153   0  1  0  1 
 15154   0  1  0  1 
 15155   0  1  0  1 
 15156   0  1  0  1 
 15157   0  1  0  1 
 15158   0  1  0  1 
 15159   0  1  0  1 
 15160   0  1  0  1 
 15161   0  1  0  1 
 15162   0  1  0  1 
 15163   0  1  0  1 
 15164   0  1  0  1 
 15165   0  1  0  1 
 15166   0  1  0  1 
 15167   0  1  0  1 
 15168   0  1  0  1 
 15169   0  1  0  1 
 15170   0  1  0  1 
 15171   0  1  0  1 
 15172   0  1  0  1 
 15173   0  1  0  1 
 15174   0  1  0  1 
 15175   0  1  0  1 
 15176   0  1  0  1 
 15177   0  1  0  1 
 15178   0  1  0  1 
 15179   0  1  0  1 
 15180   0  1  0  1 
 15181   0  1  0  1 
 15182   0  1  0  1 
 15183   0  1  0  1 
 15184   0  1  0  1 
 15185   0  1  0  1 
 15186   0  1  0  1 
 15187   0  1  0  1 
 15188   0  1  0  1 
 15189   0  1  0  1 
 15190   0  1  0  1 
 15191   0  1  0  1 
 15192   0  1  0  1 
 15193   0  1  0  1 
 15194   0  1  0  1 
 15195   0  1  0  1 
 15196   0  1  0  1 
 15197   0  1  0  1 
 15198   0  1  0  1 
 15199   0  1  0  1 
 15200   0  1  0  1 
 15201   0  1  0  1 
 15202   0  1  0  1 
 15203   0  1  0  1 
 15204   0  1  0  1 
 15205   0  1  0  1 
 15206   0  1  0  1 
 15207   0  1  0  1 
 15208   0  1  0  1 
 15209   0  1  0  1 
 15210   0  1  0  1 
 15211   0  1  0  1 
 15212   0  1  0  1 
 15213   0  1  0  1 
 15214   0  1  0  1 
 15215   0  1  0  1 
 15216   0  1  0  1 
 15217   0  1  0  1 
 15218   0  1  0  1 
 15219   0  1  0  1 
 15220   0  1  0  1 
 15221   0  1  0  1 
 15222   0  1  0  1 
 15223   0  1  0  1 
 15224   0  1  0  1 
 15225   0  1  0  1 
 15226   0  1  0  1 
 15227   0  1  0  1 
 15228   0  1  0  1 
 15229   0  1  0  1 
 15230   0  1  0  1 
 15231   0  1  0  1 
 15232   0  1  0  1 
 15233   0  1  0  1 
 15234   0  1  0  1 
 15235   0  1  0  1 
 15236   0  1  0  1 
 15237   0  1  0  1 
 15238   0  1  0  1 
 15239   0  1  0  1 
 15240   0  1  0  1 
 15241   0  1  0  1 
 15242   0  1  0  1 
 15243   0  1  0  1 
 15244   0  1  0  1 
 15245   0  1  0  1 
 15246   0  1  0  1 
 15247   0  1  0  1 
 15248   0  1  0  1 
 15249   0  1  0  1 
 15250   0  1  0  1 
 15251   0  1  0  1 
 15252   0  1  0  1 
 15253   0  1  0  1 
 15254   0  1  0  1 
 15255   0  1  0  1 
 15256   0  1  0  1 
 15257   0  1  0  1 
 15258   0  1  0  1 
 15259   0  1  0  1 
 15260   0  1  0  1 
 15261   0  1  0  1 
 15262   0  1  0  1 
 15263   0  1  0  1 
 15264   0  1  0  1 
 15265   0  1  0  1 
 15266   0  1  0  1 
 15267   0  1  0  1 
 15268   0  1  0  1 
 15269   0  1  0  1 
 15270   0  1  0  1 
 15271   0  1  0  1 
 15272   0  1  0  1 
 15273   0  1  0  1 
 15274   0  1  0  1 
 15275   0  1  0  1 
 15276   0  1  0  1 
 15277   0  1  0  1 
 15278   0  1  0  1 
 15279   0  1  0  1 
 15280   0  1  0  1 
 15281   0  1  0  1 
 15282   0  1  0  1 
 15283   0  1  0  1 
 15284   0  1  0  1 
 15285   0  1  0  1 
 15286   0  1  0  1 
 15287   0  1  0  1 
 15288   0  1  0  1 
 15289   0  1  0  1 
 15290   0  1  0  1 
 15291   0  1  0  1 
 15292   0  1  0  1 
 15293   0  1  0  1 
 15294   0  1  0  1 
 15295   0  1  0  1 
 15296   0  1  0  1 
 15297   0  1  0  1 
 15298   0  1  0  1 
 15299   0  1  0  1 
 15300   0  1  0  1 
 15301   0  1  0  1 
 15302   0  1  0  1 
 15303   0  1  0  1 
 15304   0  1  0  1 
 15305   0  1  0  1 
 15306   0  1  0  1 
 15307   0  1  0  1 
 15308   0  1  0  1 
 15309   0  1  0  1 
 15310   0  1  0  1 
 15311   0  1  0  1 
 15312   0  1  0  1 
 15313   0  1  0  1 
 15314   0  1  0  1 
 15315   0  1  0  1 
 15316   0  1  0  1 
 15317   0  1  0  1 
 15318   0  1  0  1 
 15319   0  1  0  1 
 15320   0  1  0  1 
 15321   0  1  0  1 
 15322   0  1  0  1 
 15323   0  1  0  1 
 15324   0  1  0  1 
 15325   0  1  0  1 
 15326   0  1  0  1 
 15327   0  1  0  1 
 15328   0  1  0  1 
 15329   0  1  0  1 
 15330   0  1  0  1 
 15331   0  1  0  1 
 15332   0  1  0  1 
 15333   0  1  0  1 
 15334   0  1  0  1 
 15335   0  1  0  1 
 15336   0  1  0  1 
 15337   0  1  0  1 
 15338   0  1  0  1 
 15339   0  1  0  1 
 15340   0  1  0  1 
 15341   0  1  0  1 
 15342   0  1  0  1 
 15343   0  1  0  1 
 15344   0  1  0  1 
 15345   0  1  0  1 
 15346   0  1  0  1 
 15347   0  1  0  1 
 15348   0  1  0  1 
 15349   0  1  0  1 
 15350   0  1  0  1 
 15351   0  1  0  1 
 15352   0  1  0  1 
 15353   0  1  0  1 
 15354   0  1  0  1 
 15355   0  1  0  1 
 15356   0  1  0  1 
 15357   0  1  0  1 
 15358   0  1  0  1 
 15359   0  1  0  1 
 15360   0  1  0  1 
 15361   0  1  0  1 
 15362   0  1  0  1 
 15363   0  1  0  1 
 15364   0  1  0  1 
 15365   0  1  0  1 
 15366   0  1  0  1 
 15367   0  1  0  1 
 15368   0  1  0  1 
 15369   0  1  0  1 
 15370   0  1  0  1 
 15371   0  1  0  1 
 15372   0  1  0  1 
 15373   0  1  0  1 
 15374   0  1  0  1 
 15375   0  1  0  1 
 15376   0  1  0  1 
 15377   0  1  0  1 
 15378   0  1  0  1 
 15379   0  1  0  1 
 15380   0  1  0  1 
 15381   0  1  0  1 
 15382   0  1  0  1 
 15383   0  1  0  1 
 15384   0  1  0  1 
 15385   0  1  0  1 
 15386   0  1  0  1 
 15387   0  1  0  1 
 15388   0  1  0  1 
 15389   0  1  0  1 
 15390   0  1  0  1 
 15391   0  1  0  1 
 15392   0  1  0  1 
 15393   0  1  0  1 
 15394   0  1  0  1 
 15395   0  1  0  1 
 15396   0  1  0  1 
 15397   0  1  0  1 
 15398   0  1  0  1 
 15399   0  1  0  1 
 15400   0  1  0  1 
 15401   0  1  0  1 
 15402   0  1  0  1 
 15403   0  1  0  1 
 15404   0  1  0  1 
 15405   0  1  0  1 
 15406   0  1  0  1 
 15407   0  1  0  1 
 15408   0  1  0  1 
 15409   0  1  0  1 
 15410   0  1  0  1 
 15411   0  1  0  1 
 15412   0  1  0  1 
 15413   0  1  0  1 
 15414   0  1  0  1 
 15415   0  1  0  1 
 15416   0  1  0  1 
 15417   0  1  0  1 
 15418   0  1  0  1 
 15419   0  1  0  1 
 15420   0  1  0  1 
 15421   0  1  0  1 
 15422   0  1  0  1 
 15423   0  1  0  1 
 15424   0  1  0  1 
 15425   0  1  0  1 
 15426   0  1  0  1 
 15427   0  1  0  1 
 15428   0  1  0  1 
 15429   0  1  0  1 
 15430   0  1  0  1 
 15431   0  1  0  1 
 15432   0  1  0  1 
 15433   0  1  0  1 
 15434   0  1  0  1 
 15435   0  1  0  1 
 15436   0  1  0  1 
 15437   0  1  0  1 
 15438   0  1  0  1 
 15439   0  1  0  1 
 15440   0  1  0  1 
 15441   0  1  0  1 
 15442   0  1  0  1 
 15443   0  1  0  1 
 15444   0  1  0  1 
 15445   0  1  0  1 
 15446   0  1  0  1 
 15447   0  1  0  1 
 15448   0  1  0  1 
 15449   0  1  0  1 
 15450   0  1  0  1 
 15451   0  1  0  1 
 15452   0  1  0  1 
 15453   0  1  0  1 
 15454   0  1  0  1 
 15455   0  1  0  1 
 15456   0  1  0  1 
 15457   0  1  0  1 
 15458   0  1  0  1 
 15459   0  1  0  1 
 15460   0  1  0  1 
 15461   0  1  0  1 
 15462   0  1  0  1 
 15463   0  1  0  1 
 15464   0  1  0  1 
 15465   0  1  0  1 
 15466   0  1  0  1 
 15467   0  1  0  1 
 15468   0  1  0  1 
 15469   0  1  0  1 
 15470   0  1  0  1 
 15471   0  1  0  1 
 15472   0  1  0  1 
 15473   0  1  0  1 
 15474   0  1  0  1 
 15475   0  1  0  1 
 15476   0  1  0  1 
 15477   0  1  0  1 
 15478   0  1  0  1 
 15479   0  1  0  1 
 15480   0  1  0  1 
 15481   0  1  0  1 
 15482   0  1  0  1 
 15483   0  1  0  1 
 15484   0  1  0  1 
 15485   0  1  0  1 
 15486   0  1  0  1 
 15487   0  1  0  1 
 15488   0  1  0  1 
 15489   0  1  0  1 
 15490   0  1  0  1 
 15491   0  1  0  1 
 15492   0  1  0  1 
 15493   0  1  0  1 
 15494   0  1  0  1 
 15495   0  1  0  1 
 15496   0  1  0  1 
 15497   0  1  0  1 
 15498   0  1  0  1 
 15499   0  1  0  1 
 15500   0  1  0  1 
 15501   0  1  0  1 
 15502   0  1  0  1 
 15503   0  1  0  1 
 15504   0  1  0  1 
 15505   0  1  0  1 
 15506   0  1  0  1 
 15507   0  1  0  1 
 15508   0  1  0  1 
 15509   0  1  0  1 
 15510   0  1  0  1 
 15511   0  1  0  1 
 15512   0  1  0  1 
 15513   0  1  0  1 
 15514   0  1  0  1 
 15515   0  1  0  1 
 15516   0  1  0  1 
 15517   0  1  0  1 
 15518   0  1  0  1 
 15519   0  1  0  1 
 15520   0  1  0  1 
 15521   0  1  0  1 
 15522   0  1  0  1 
 15523   0  1  0  1 
 15524   0  1  0  1 
 15525   0  1  0  1 
 15526   0  1  0  1 
 15527   0  1  0  1 
 15528   0  1  0  1 
 15529   0  1  0  1 
 15530   0  1  0  1 
 15531   0  1  0  1 
 15532   0  1  0  1 
 15533   0  1  0  1 
 15534   0  1  0  1 
 15535   0  1  0  1 
 15536   0  1  0  1 
 15537   0  1  0  1 
 15538   0  1  0  1 
 15539   0  1  0  1 
 15540   0  1  0  1 
 15541   0  1  0  1 
 15542   0  1  0  1 
 15543   0  1  0  1 
 15544   0  1  0  1 
 15545   0  1  0  1 
 15546   0  1  0  1 
 15547   0  1  0  1 
 15548   0  1  0  1 
 15549   0  1  0  1 
 15550   0  1  0  1 
 15551   0  1  0  1 
 15552   0  1  0  1 
 15553   0  1  0  1 
 15554   0  1  0  1 
 15555   0  1  0  1 
 15556   0  1  0  1 
 15557   0  1  0  1 
 15558   0  1  0  1 
 15559   0  1  0  1 
 15560   0  1  0  1 
 15561   0  1  0  1 
 15562   0  1  0  1 
 15563   0  1  0  1 
 15564   0  1  0  1 
 15565   0  1  0  1 
 15566   0  1  0  1 
 15567   0  1  0  1 
 15568   0  1  0  1 
 15569   0  1  0  1 
 15570   0  1  0  1 
 15571   0  1  0  1 
 15572   0  1  0  1 
 15573   0  1  0  1 
 15574   0  1  0  1 
 15575   0  1  0  1 
 15576   0  1  0  1 
 15577   0  1  0  1 
 15578   0  1  0  1 
 15579   0  1  0  1 
 15580   0  1  0  1 
 15581   0  1  0  1 
 15582   0  1  0  1 
 15583   0  1  0  1 
 15584   0  1  0  1 
 15585   0  1  0  1 
 15586   0  1  0  1 
 15587   0  1  0  1 
 15588   0  1  0  1 
 15589   0  1  0  1 
 15590   0  1  0  1 
 15591   0  1  0  1 
 15592   0  1  0  1 
 15593   0  1  0  1 
 15594   0  1  0  1 
 15595   0  1  0  1 
 15596   0  1  0  1 
 15597   0  1  0  1 
 15598   0  1  0  1 
 15599   0  1  0  1 
 15600   0  1  0  1 
 15601   0  1  0  1 
 15602   0  1  0  1 
 15603   0  1  0  1 
 15604   0  1  0  1 
 15605   0  1  0  1 
 15606   0  1  0  1 
 15607   0  1  0  1 
 15608   0  1  0  1 
 15609   0  1  0  1 
 15610   0  1  0  1 
 15611   0  1  0  1 
 15612   0  1  0  1 
 15613   0  1  0  1 
 15614   0  1  0  1 
 15615   0  1  0  1 
 15616   0  1  0  1 
 15617   0  1  0  1 
 15618   0  1  0  1 
 15619   0  1  0  1 
 15620   0  1  0  1 
 15621   0  1  0  1 
 15622   0  1  0  1 
 15623   0  1  0  1 
 15624   0  1  0  1 
 15625   0  1  0  1 
 15626   0  1  0  1 
 15627   0  1  0  1 
 15628   0  1  0  1 
 15629   0  1  0  1 
 15630   0  1  0  1 
 15631   0  1  0  1 
 15632   0  1  0  1 
 15633   0  1  0  1 
 15634   0  1  0  1 
 15635   0  1  0  1 
 15636   0  1  0  1 
 15637   0  1  0  1 
 15638   0  1  0  1 
 15639   0  1  0  1 
 15640   0  1  0  1 
 15641   0  1  0  1 
 15642   0  1  0  1 
 15643   0  1  0  1 
 15644   0  1  0  1 
 15645   0  1  0  1 
 15646   0  1  0  1 
 15647   0  1  0  1 
 15648   0  1  0  1 
 15649   0  1  0  1 
 15650   0  1  0  1 
 15651   0  1  0  1 
 15652   0  1  0  1 
 15653   0  1  0  1 
 15654   0  1  0  1 
 15655   0  1  0  1 
 15656   0  1  0  1 
 15657   0  1  0  1 
 15658   0  1  0  1 
 15659   0  1  0  1 
 15660   0  1  0  1 
 15661   0  1  0  1 
 15662   0  1  0  1 
 15663   0  1  0  1 
 15664   0  1  0  1 
 15665   0  1  0  1 
 15666   0  1  0  1 
 15667   0  1  0  1 
 15668   0  1  0  1 
 15669   0  1  0  1 
 15670   0  1  0  1 
 15671   0  1  0  1 
 15672   0  1  0  1 
 15673   0  1  0  1 
 15674   0  1  0  1 
 15675   0  1  0  1 
 15676   0  1  0  1 
 15677   0  1  0  1 
 15678   0  1  0  1 
 15679   0  1  0  1 
 15680   0  1  0  1 
 15681   0  1  0  1 
 15682   0  1  0  1 
 15683   0  1  0  1 
 15684   0  1  0  1 
 15685   0  1  0  1 
 15686   0  1  0  1 
 15687   0  1  0  1 
 15688   0  1  0  1 
 15689   0  1  0  1 
 15690   0  1  0  1 
 15691   0  1  0  1 
 15692   0  1  0  1 
 15693   0  1  0  1 
 15694   0  1  0  1 
 15695   0  1  0  1 
 15696   0  1  0  1 
 15697   0  1  0  1 
 15698   0  1  0  1 
 15699   0  1  0  1 
 15700   0  1  0  1 
 15701   0  1  0  1 
 15702   0  1  0  1 
 15703   0  1  0  1 
 15704   0  1  0  1 
 15705   0  1  0  1 
 15706   0  1  0  1 
 15707   0  1  0  1 
 15708   0  1  0  1 
 15709   0  1  0  1 
 15710   0  1  0  1 
 15711   0  1  0  1 
 15712   0  1  0  1 
 15713   0  1  0  1 
 15714   0  1  0  1 
 15715   0  1  0  1 
 15716   0  1  0  1 
 15717   0  1  0  1 
 15718   0  1  0  1 
 15719   0  1  0  1 
 15720   0  1  0  1 
 15721   0  1  0  1 
 15722   0  1  0  1 
 15723   0  1  0  1 
 15724   0  1  0  1 
 15725   0  1  0  1 
 15726   0  1  0  1 
 15727   0  1  0  1 
 15728   0  1  0  1 
 15729   0  1  0  1 
 15730   0  1  0  1 
 15731   0  1  0  1 
 15732   0  1  0  1 
 15733   0  1  0  1 
 15734   0  1  0  1 
 15735   0  1  0  1 
 15736   0  1  0  1 
 15737   0  1  0  1 
 15738   0  1  0  1 
 15739   0  1  0  1 
 15740   0  1  0  1 
 15741   0  1  0  1 
 15742   0  1  0  1 
 15743   0  1  0  1 
 15744   0  1  0  1 
 15745   0  1  0  1 
 15746   0  1  0  1 
 15747   0  1  0  1 
 15748   0  1  0  1 
 15749   0  1  0  1 
 15750   0  1  0  1 
 15751   0  1  0  1 
 15752   0  1  0  1 
 15753   0  1  0  1 
 15754   0  1  0  1 
 15755   0  1  0  1 
